Kingdom,Phylum,Class,Order,Family,Sample.01,Sample.02,Sample.03,Sample.04,Sample.05,Sample.06
Bacteria,Myxococcota,Polyangia,Nannocystales,*Nannocystaceae*,9000,0,0,0,0,0
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Abawacabacteria,*Candidatus_Abawacabacteria*,0,9000,0,0,0,0
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,*Saccharimonadales*,9000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,*Family* (*of*) Defluviicoccales,9000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,*Acidiferrobacteraceae*,9000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,*Tenderiaceae*,9000,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,*Family* (*of*) Bacteroidia,8000,0,0,0,0,0
Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,*Silvanigrellaceae*,4000,0,0,0,0,4000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,*Candidatus_Moranbacteria*,2000,6000,0,0,0,0
Bacteria,Planctomycetota,Phycisphaerae,DG-20,*DG-20*,2000,6000,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,BD72BR169,*BD72BR169*,2000,6000,0,0,0,0
Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,*Desulfobaccaceae*,7000,0,0,0,0,0
Bacteria,MBNT15,MBNT15,MBNT15,*MBNT15*,7000,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Campbellbacteria,*Candidatus_Campbellbacteria*,7000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,*EV818SWSAP88*,7000,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,*Puniceicoccaceae*,2000,0,0,0,5000,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,*Saprospiraceae*,3000,3000,0,0,0,0
Bacteria,Chloroflexi,TK10,TK10,*TK10*,6000,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,*PB19*,6000,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,*Caldicoprobacteraceae*,0,6000,0,0,0,0
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,*Saccharimonadaceae*,6000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,*Fodinicurvataceae*,0,6000,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Methyloligellaceae*,6000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,*AB1*,6000,0,0,0,0,0
Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,*Sumerlaeaceae*,6000,0,0,0,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,*Ilumatobacteraceae*,5000,0,0,0,0,0
Bacteria,Armatimonadota,Class of Armatimonadota,Order of Armatimonadota,*Family* (*of*) Armatimonadota,5000,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Prevotellaceae*,0,0,0,0,5000,0
Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,*Kapabacteriales*,5000,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,*RBG-13-54-9*,1000,0,0,0,0,4000
Bacteria,Dependentiae,Babeliae,Babeliales,*Family* (*of*) Babeliales,5000,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,*Polyangiaceae*,5000,0,0,0,0,0
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,*Isosphaeraceae*,5000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,*Acetobacteraceae*,5000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Amb-16S-1323*,5000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,*Rickettsiales*,5000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,*Beggiatoaceae*,5000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Chitinibacteraceae*,2000,3000,0,0,0,0
Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,*Nitrosopumilaceae*,4000,0,0,0,0,0
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,*Gaiellaceae*,4000,0,0,0,0,0
Bacteria,Bacteroidota,Kryptonia,Kryptoniales,*BSV26*,4000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,JdFR-54,*JdFR-54*,4000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,SPG12-343-353-B75,*SPG12-343-353-B75*,4000,0,0,0,0,0
Bacteria,Dependentiae,Babeliae,Babeliales,*UBA12409*,4000,0,0,0,0,0
Bacteria,Desulfobacterota,Syntrophia,Syntrophales,*Syntrophaceae*,4000,0,0,0,0,0
Bacteria,Latescibacterota,Latescibacteria,Latescibacterales,*Latescibacteraceae*,4000,0,0,0,0,0
Bacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,*Margulisbacteria*,4000,0,0,0,0,0
Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,*Rokubacteriales*,4000,0,0,0,0,0
Bacteria,NB1-j,NB1-j,NB1-j,*NB1-j*,4000,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Lloydbacteria,*Candidatus_Lloydbacteria*,4000,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nealsonbacteria,*Candidatus_Nealsonbacteria*,4000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,*Inquilinaceae*,1000,3000,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,*Parvibaculaceae*,4000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,*Idiomarinaceae*,0,0,0,0,0,4000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Sulfuricellaceae*,4000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,*Nitrosococcaceae*,4000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,*Pseudohongiellaceae*,4000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,*Saccharospirillaceae*,1000,3000,0,0,0,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,*Family* (*of*) Chlamydiales,4000,0,0,0,0,0
Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,*Lentisphaeraceae*,4000,0,0,0,0,0
Archaea,Thermoplasmatota,Thermoplasmata,Order of Thermoplasmata,*Family* (*of*) Thermoplasmata,3000,0,0,0,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,*IMCC26256*,3000,0,0,0,0,0
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,*Sporichthyaceae*,3000,0,0,0,0,0
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,*Family* (*of*) Gaiellales,3000,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,*37-13*,3000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,3051bac4-16,*3051bac4-16*,3000,0,0,0,0,0
Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,*Hydrogenedensaceae*,3000,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Giovannonibacteria,*Candidatus_Giovannonibacteria*,3000,0,0,0,0,0
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,*Family* (*of*) Saccharimonadales,3000,0,0,0,0,0
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,*LWQ8*,3000,0,0,0,0,0
Bacteria,Planctomycetota,028H05-P-BN-P5,028H05-P-BN-P5,*028H05-P-BN-P5*,3000,0,0,0,0,0
Bacteria,Planctomycetota,Planctomycetes,Order of Planctomycetes,*Family* (*of*) Planctomycetes,3000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Zavarziniales,*Family* (*of*) Zavarziniales,3000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,*Acidithiobacillaceae*,3000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,*Thioalkalispiraceae*,3000,0,0,0,0,0
Archaea,Crenarchaeota,Nitrososphaeria,Group_1.1c,*Group_1.1c*,2000,0,0,0,0,0
Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,*Methanosarcinaceae*,2000,0,0,0,0,0
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,*Subgroup_2*,2000,0,0,0,0,0
Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,*Pyrinomonadaceae*,2000,0,0,0,0,0
Bacteria,Bacteroidota,Class of Bacteroidota,Order of Bacteroidota,*Family* (*of*) Bacteroidota,2000,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,*Caldilineaceae*,2000,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,*SBR1031*,2000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,GIF9,*GIF9*,2000,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,*Family* (*of*) Desulfobacterales,2000,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Order of Clostridia,*Family* (*of*) Clostridia,2000,0,0,0,0,0
Bacteria,Myxococcota,Myxococcia,Myxococcales,*Anaeromyxobacteraceae*,2000,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,VHS-B3-70,*VHS-B3-70*,2000,0,0,0,0,0
Bacteria,Nitrospirota,Leptospirillia,Leptospirillales,*Leptospirillaceae*,2000,0,0,0,0,0
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Daviesbacteria,*Candidatus_Daviesbacteria*,2000,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Vogelbacteria,*Candidatus_Vogelbacteria*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,*Ferrovibrionales*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,*NRL2*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Devosiaceae*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,*Shewanellaceae*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Sutterellaceae*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,*Spongiibacteraceae*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,EC3,*EC3*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,*JTB23*,2000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,*Thiotrichaceae*,2000,0,0,0,0,0
Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG),*Deep_Sea_Euryarchaeotic_Group(DSEG)*,1000,0,0,0,0,0
Archaea,Crenarchaeota,Nitrososphaeria,Marine_Benthic_Group_A,*Marine_Benthic_Group_A*,1000,0,0,0,0,0
Archaea,Halobacterota,ANME-1,ANME-1a,*ANME-1a*,1000,0,0,0,0,0
Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,*Methanoregulaceae*,1000,0,0,0,0,0
Bacteria,Acidobacteriota,Acidobacteriae,Order of Acidobacteriae,*Family* (*of*) Acidobacteriae,1000,0,0,0,0,0
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_13,*Subgroup_13*,1000,0,0,0,0,0
Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,*Aminicenantales*,1000,0,0,0,0,0
Bacteria,Acidobacteriota,Blastocatellia,DS-100,*DS-100*,1000,0,0,0,0,0
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,*Thermoanaerobaculaceae*,1000,0,0,0,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,*Family* (*of*) Microtrichales,1000,0,0,0,0,0
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,*Mycobacteriaceae*,1000,0,0,0,0,0
Bacteria,Actinobacteriota,Class of Actinobacteriota,Order of Actinobacteriota,*Family* (*of*) Actinobacteriota,1000,0,0,0,0,0
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,*Fimbriimonadaceae*,1000,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Bacteroidetes_vadinHA17*,1000,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Prolixibacteraceae*,1000,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,*GWF2-29-10*,1000,0,0,0,0,0
Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,*053A03-B-DI-P58*,1000,0,0,0,0,0
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,*Sulfurimonadaceae*,1000,0,0,0,0,0
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,*Roseiflexaceae*,1000,0,0,0,0,0
Bacteria,Chloroflexi,Class of Chloroflexi,Order of Chloroflexi,*Family* (*of*) Chloroflexi,1000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,ER-E4-17,*ER-E4-17*,1000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,MB-C2-126,*MB-C2-126*,1000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,Napoli-4B-65,*Napoli-4B-65*,1000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,Sh765B-TzT-20,*Sh765B-TzT-20*,1000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,vadinBA26,*vadinBA26*,1000,0,0,0,0,0
Bacteria,Dependentiae,Babeliae,Babeliales,*Babeliaceae*,1000,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,*Desulfosarcinaceae*,1000,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,*Family* (*of*) Desulfobulbales,1000,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,*Bradymonadales*,1000,0,0,0,0,0
Bacteria,Elusimicrobiota,4-29,4-29,*4-29*,1000,0,0,0,0,0
Bacteria,Elusimicrobiota,Class of Elusimicrobiota,Order of Elusimicrobiota,*Family* (*of*) Elusimicrobiota,1000,0,0,0,0,0
Bacteria,Elusimicrobiota,Elusimicrobia,Order of Elusimicrobia,*Family* (*of*) Elusimicrobia,1000,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridia,*Hungateiclostridiaceae*,1000,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,FFCH16767,*FFCH16767*,1000,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,*Phaselicystidaceae*,1000,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,mle1-27,*mle1-27*,1000,0,0,0,0,0
Bacteria,Nitrospinota,P9X2b3D02,P9X2b3D02,*P9X2b3D02*,1000,0,0,0,0,0
Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,*Candidatus_Kerfeldbacteria*,1000,0,0,0,0,0
Bacteria,Patescibacteria,Gracilibacteria,Order of Gracilibacteria,*Family* (*of*) Gracilibacteria,1000,0,0,0,0,0
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Gottesmanbacteria,*Candidatus_Gottesmanbacteria*,1000,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Liptonbacteria,*Candidatus_Liptonbacteria*,1000,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,*Candidatus_Staskawiczbacteria*,1000,0,0,0,0,0
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,*WWH38*,1000,0,0,0,0,0
Bacteria,Planctomycetota,Phycisphaerae,C86,*C86*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,*Azospirillales_Incertae_Sedis*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,*Fokiniaceae*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,*Sneathiellaceae*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Chitinimonadaceae*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Chromobacteriaceae*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*T34*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,*CCM19a*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,*Cardiobacteriales*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,*Porticoccaceae*,1000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-09-64,*SS1-B-09-64*,1000,0,0,0,0,0
Bacteria,TA06,TA06,TA06,*TA06*,1000,0,0,0,0,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,*Chlamydiaceae*,1000,0,0,0,0,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,*Criblamydiaceae*,1000,0,0,0,0,0
Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,*PRD18C08*,1000,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,*Terrimicrobiaceae*,1000,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,*Verrucomicrobiaceae*,1000,0,0,0,0,0
Bacteria,WOR-1,WOR-1,WOR-1,*WOR-1*,1000,0,0,0,0,0
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,*Kineosporiaceae*,0,0,0,0,0,0
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,*Family* (*of*) Solirubrobacterales,0,0,0,0,0,0
Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,*Fimbriimonadales*,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Family* (*of*) Bacteroidales,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,*Flammeovirgaceae*,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,*Spirosomaceae*,0,0,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,SM1A07,*SM1A07*,0,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,*SAR202_clade*,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Lachnospirales,*Lachnospiraceae*,0,0,0,0,0,0
Bacteria,Firmicutes,Thermacetogenia,Thermacetogeniales,*Thermacetogeniaceae*,0,0,0,0,0,0
Bacteria,Myxococcota,Myxococcia,Myxococcales,*27F-1492R*,0,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,MSB-4B10,*MSB-4B10*,0,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,*BIrii41*,0,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,*Family* (*of*) Polyangiales,0,0,0,0,0,0
Bacteria,NKB15,NKB15,NKB15,*NKB15*,0,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Colwellbacteria,*Candidatus_Colwellbacteria*,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,*Family* (*of*) Elsterales,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,*Family* (*of*) Kiloniellales,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,*Family* (*of*) Puniceispirillales,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,*Family* (*of*) Pseudomonadales,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,*Family* (*of*) Xanthomonadales,0,0,0,0,0,0
Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,*GWF2-44-16*,0,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,*DEV007*,0,0,0,0,0,0
